State,year,commodity,units,Exports
Connecticut,2015,Dairy,Million dollars,10.5682
Delaware,2015,Dairy,Million dollars,2.4753
Florida,2015,Dairy,Million dollars,80.2201
Georgia,2015,Dairy,Million dollars,52.116
Hawaii,2015,Dairy,Million dollars,1.4647
Idaho,2015,Dairy,Million dollars,343.6682
Illinois,2015,Dairy,Million dollars,48.6836
Indiana,2015,Dairy,Million dollars,98.9905
Iowa,2015,Dairy,Million dollars,121.9418
Kansas,2015,Dairy,Million dollars,78.147
Kentucky,2015,Dairy,Million dollars,29.3989
Louisiana,2015,Dairy,Million dollars,5.1371
Maine,2015,Dairy,Million dollars,17.4178
Maryland,2015,Dairy,Million dollars,25.2074
Massachusetts,2015,Dairy,Million dollars,5.8444
Michigan,2015,Dairy,Million dollars,248.2564
Minnesota,2015,Dairy,Million dollars,240.6793
Mississippi,2015,Dairy,Million dollars,4.6215
Missouri,2015,Dairy,Million dollars,35.3376
Montana,2015,Dairy,Million dollars,6.4021
Nebraska,2015,Dairy,Million dollars,33.7924
Nevada,2015,Dairy,Million dollars,17.1505
New Hampshire,2015,Dairy,Million dollars,7.5704
New Jersey,2015,Dairy,Million dollars,3.241
New Mexico,2015,Dairy,Million dollars,183.2724
New York,2015,Dairy,Million dollars,373.3397
North Carolina,2015,Dairy,Million dollars,26.6125
North Dakota,2015,Dairy,Million dollars,8.1721
Ohio,2015,Dairy,Million dollars,143.3322
Oklahoma,2015,Dairy,Million dollars,19.6807
Oregon,2015,Dairy,Million dollars,68.7738
Pennsylvania,2015,Dairy,Million dollars,290.1358
Rhode Island,2015,Dairy,Million dollars,0.4336
South Carolina,2015,Dairy,Million dollars,7.4947
South Dakota,2015,Dairy,Million dollars,63.6184
Tennessee,2015,Dairy,Million dollars,20.2495
Texas,2015,Dairy,Million dollars,265.7936
Utah,2015,Dairy,Million dollars,54.8328
Vermont,2015,Dairy,Million dollars,72.0358
Virginia,2015,Dairy,Million dollars,49.9854
Washington,2015,Dairy,Million dollars,165.6042
West Virginia,2015,Dairy,Million dollars,3.555
Wisconsin,2015,Dairy,Million dollars,748.4527
Wyoming,2015,Dairy,Million dollars,3.5812
Alabama,2016,Dairy,Million dollars,2.1585
Alaska,2016,Dairy,Million dollars,0.0951
Arizona,2016,Dairy,Million dollars,98.869
Arkansas,2016,Dairy,Million dollars,1.8025
California,2016,Dairy,Million dollars,823.2774
Colorado,2016,Dairy,Million dollars,88.469
Connecticut,2016,Dairy,Million dollars,9.3681
Delaware,2016,Dairy,Million dollars,2.0651
Florida,2016,Dairy,Million dollars,66.2417
Georgia,2016,Dairy,Million dollars,43.2775
Hawaii,2016,Dairy,Million dollars,1.2434
Idaho,2016,Dairy,Million dollars,319.79
Illinois,2016,Dairy,Million dollars,42.8093
Indiana,2016,Dairy,Million dollars,90.5477
Iowa,2016,Dairy,Million dollars,113.084
Kansas,2016,Dairy,Million dollars,71.9912
Kentucky,2016,Dairy,Million dollars,24.3027
Louisiana,2016,Dairy,Million dollars,3.7854
Maine,2016,Dairy,Million dollars,15.8039
Maryland,2016,Dairy,Million dollars,21.2135
Massachusetts,2016,Dairy,Million dollars,5.1424
Michigan,2016,Dairy,Million dollars,222.2094
Minnesota,2016,Dairy,Million dollars,218.0161
Mississippi,2016,Dairy,Million dollars,3.2917
Missouri,2016,Dairy,Million dollars,28.4665
Montana,2016,Dairy,Million dollars,6.2192
Nebraska,2016,Dairy,Million dollars,31.9302
Nevada,2016,Dairy,Million dollars,14.4691
New Hampshire,2016,Dairy,Million dollars,6.7309
New Jersey,2016,Dairy,Million dollars,2.6712
New Mexico,2016,Dairy,Million dollars,162.3402
New York,2016,Dairy,Million dollars,339.7662
North Carolina,2016,Dairy,Million dollars,22.2814
North Dakota,2016,Dairy,Million dollars,7.454
Ohio,2016,Dairy,Million dollars,127.1248
Oklahoma,2016,Dairy,Million dollars,16.4806
Oregon,2016,Dairy,Million dollars,63.1867
Pennsylvania,2016,Dairy,Million dollars,250.7314
Rhode Island,2016,Dairy,Million dollars,0.3268
South Carolina,2016,Dairy,Million dollars,5.9675
South Dakota,2016,Dairy,Million dollars,60.6529
Tennessee,2016,Dairy,Million dollars,16.1318
Texas,2016,Dairy,Million dollars,250.8481
Utah,2016,Dairy,Million dollars,45.6916
Vermont,2016,Dairy,Million dollars,63.6578
Virginia,2016,Dairy,Million dollars,41.851
Washington,2016,Dairy,Million dollars,148.4819
West Virginia,2016,Dairy,Million dollars,2.8627
Wisconsin,2016,Dairy,Million dollars,680.659
Wyoming,2016,Dairy,Million dollars,3.1348
Alabama,2017,Dairy,Million dollars,2.3422
Alaska,2017,Dairy,Million dollars,0.0778
Arizona,2017,Dairy,Million dollars,118.5897
Arkansas,2017,Dairy,Million dollars,2.0637
California,2017,Dairy,Million dollars,928.3911
Colorado,2017,Dairy,Million dollars,106.7125
Connecticut,2017,Dairy,Million dollars,10.9739
Delaware,2017,Dairy,Million dollars,2.286
Florida,2017,Dairy,Million dollars,75.7445
Georgia,2017,Dairy,Million dollars,49.2484
Hawaii,2017,Dairy,Million dollars,1.566
Idaho,2017,Dairy,Million dollars,355.3238
Illinois,2017,Dairy,Million dollars,49.6348
Indiana,2017,Dairy,Million dollars,105.8818
Iowa,2017,Dairy,Million dollars,132.219
Kansas,2017,Dairy,Million dollars,83.3303
Kentucky,2017,Dairy,Million dollars,27.6768
Louisiana,2017,Dairy,Million dollars,4.1803
Maine,2017,Dairy,Million dollars,17.2712
Maryland,2017,Dairy,Million dollars,23.8749
Massachusetts,2017,Dairy,Million dollars,5.5593
Michigan,2017,Dairy,Million dollars,259.7885
Minnesota,2017,Dairy,Million dollars,246.0022
Mississippi,2017,Dairy,Million dollars,3.61
Missouri,2017,Dairy,Million dollars,32.2786
Montana,2017,Dairy,Million dollars,7.0071
Nebraska,2017,Dairy,Million dollars,37.0291
Nevada,2017,Dairy,Million dollars,17.8042
New Hampshire,2017,Dairy,Million dollars,7.0934
New Jersey,2017,Dairy,Million dollars,3.0294
New Mexico,2017,Dairy,Million dollars,188.349
New York,2017,Dairy,Million dollars,382.9605
North Carolina,2017,Dairy,Million dollars,25.163
North Dakota,2017,Dairy,Million dollars,8.4665
Ohio,2017,Dairy,Million dollars,145.5268
Oklahoma,2017,Dairy,Million dollars,19.5862
Oregon,2017,Dairy,Million dollars,70.2597
Pennsylvania,2017,Dairy,Million dollars,284.6906
Rhode Island,2017,Dairy,Million dollars,0.3377
South Carolina,2017,Dairy,Million dollars,6.6208
South Dakota,2017,Dairy,Million dollars,69.4243
Tennessee,2017,Dairy,Million dollars,18.3977
Texas,2017,Dairy,Million dollars,313.1299
Utah,2017,Dairy,Million dollars,55.1447
Vermont,2017,Dairy,Million dollars,71.3963
Virginia,2017,Dairy,Million dollars,47.3757
Washington,2017,Dairy,Million dollars,167.7126
West Virginia,2017,Dairy,Million dollars,3.158
Wisconsin,2017,Dairy,Million dollars,770.3173
Wyoming,2017,Dairy,Million dollars,3.462
Alabama,2018,Dairy,Million dollars,1.8579
Alaska,2018,Dairy,Million dollars,0.0787
Arizona,2018,Dairy,Million dollars,119.462
Arkansas,2018,Dairy,Million dollars,1.9291
California,2018,Dairy,Million dollars,990.7687
Colorado,2018,Dairy,Million dollars,117.7295
Connecticut,2018,Dairy,Million dollars,11.2708
Delaware,2018,Dairy,Million dollars,2.2651
Florida,2018,Dairy,Million dollars,73.4387
Georgia,2018,Dairy,Million dollars,46.7311
Hawaii,2018,Dairy,Million dollars,1.4668
Idaho,2018,Dairy,Million dollars,368.9408
Illinois,2018,Dairy,Million dollars,48.0924
Indiana,2018,Dairy,Million dollars,100.9663
Iowa,2018,Dairy,Million dollars,134.7357
Kansas,2018,Dairy,Million dollars,87.8339
Kentucky,2018,Dairy,Million dollars,27.2582
Louisiana,2018,Dairy,Million dollars,3.9839
Maine,2018,Dairy,Million dollars,17.0849
Maryland,2018,Dairy,Million dollars,23.0928
Massachusetts,2018,Dairy,Million dollars,5.4097
Michigan,2018,Dairy,Million dollars,257.794
Minnesota,2018,Dairy,Million dollars,250.5679
Mississippi,2018,Dairy,Million dollars,3.3759
Missouri,2018,Dairy,Million dollars,30.7372
Montana,2018,Dairy,Million dollars,6.6906
Nebraska,2018,Dairy,Million dollars,36.0872
Nevada,2018,Dairy,Million dollars,18.5595
New Hampshire,2018,Dairy,Million dollars,6.5274
New Jersey,2018,Dairy,Million dollars,2.7198
New Mexico,2018,Dairy,Million dollars,187.8825
New York,2018,Dairy,Million dollars,384.8598
North Carolina,2018,Dairy,Million dollars,25.0642
North Dakota,2018,Dairy,Million dollars,8.3356
Ohio,2018,Dairy,Million dollars,140.2926
Oklahoma,2018,Dairy,Million dollars,19.6735
Oregon,2018,Dairy,Million dollars,72.9637
Pennsylvania,2018,Dairy,Million dollars,276.4863
Rhode Island,2018,Dairy,Million dollars,0.3048
South Carolina,2018,Dairy,Million dollars,6.4646
South Dakota,2018,Dairy,Million dollars,72.557
Tennessee,2018,Dairy,Million dollars,17.0134
Texas,2018,Dairy,Million dollars,337.1106
Utah,2018,Dairy,Million dollars,57.7634
Vermont,2018,Dairy,Million dollars,70.8942
Virginia,2018,Dairy,Million dollars,44.2062
Washington,2018,Dairy,Million dollars,175.4449
West Virginia,2018,Dairy,Million dollars,2.7788
Wisconsin,2018,Dairy,Million dollars,777.6865
Wyoming,2018,Dairy,Million dollars,3.5651
Alabama,2019,Dairy,Million dollars,1.6007
Alaska,2019,Dairy,Million dollars,0.0385
Arizona,2019,Dairy,Million dollars,124.2036
Arkansas,2019,Dairy,Million dollars,1.754
California,2019,Dairy,Million dollars,1077.1544
Colorado,2019,Dairy,Million dollars,131.2163
Connecticut,2019,Dairy,Million dollars,11.9025
Delaware,2019,Dairy,Million dollars,1.9406
Florida,2019,Dairy,Million dollars,74.7814
Georgia,2019,Dairy,Million dollars,51.4316
Hawaii,2019,Dairy,Million dollars,0.13
Idaho,2019,Dairy,Million dollars,416.4125
Illinois,2019,Dairy,Million dollars,47.3521
Indiana,2019,Dairy,Million dollars,107.4898
Iowa,2019,Dairy,Million dollars,149.2699
Kansas,2019,Dairy,Million dollars,97.1017
Kentucky,2019,Dairy,Million dollars,26.6231
Louisiana,2019,Dairy,Million dollars,3.7054
Maine,2019,Dairy,Million dollars,17.9096
Maryland,2019,Dairy,Million dollars,22.33
Massachusetts,2019,Dairy,Million dollars,5.4043
Michigan,2019,Dairy,Million dollars,286.3355
Minnesota,2019,Dairy,Million dollars,276.5346
Mississippi,2019,Dairy,Million dollars,3.5451
Missouri,2019,Dairy,Million dollars,29.959
Montana,2019,Dairy,Million dollars,6.78
Nebraska,2019,Dairy,Million dollars,37.6282
Nevada,2019,Dairy,Million dollars,20.5922
New Hampshire,2019,Dairy,Million dollars,6.6374
New Jersey,2019,Dairy,Million dollars,2.6159
New Mexico,2019,Dairy,Million dollars,201.3506
New York,2019,Dairy,Million dollars,415.2888
North Carolina,2019,Dairy,Million dollars,25.224
North Dakota,2019,Dairy,Million dollars,9.1304
Ohio,2019,Dairy,Million dollars,147.1843
Oklahoma,2019,Dairy,Million dollars,21.0966
Oregon,2019,Dairy,Million dollars,81.1523
Pennsylvania,2019,Dairy,Million dollars,282.3057
Rhode Island,2019,Dairy,Million dollars,0.2926
South Carolina,2019,Dairy,Million dollars,5.6834
South Dakota,2019,Dairy,Million dollars,82.1509
Tennessee,2019,Dairy,Million dollars,15.4505
Texas,2019,Dairy,Million dollars,385.1091
Utah,2019,Dairy,Million dollars,60.6079
Vermont,2019,Dairy,Million dollars,75.0838
Virginia,2019,Dairy,Million dollars,42.3122
Washington,2019,Dairy,Million dollars,186.4719
West Virginia,2019,Dairy,Million dollars,2.3618
Wisconsin,2019,Dairy,Million dollars,831.8594
Wyoming,2019,Dairy,Million dollars,3.8097
Alabama,2020,Dairy,Million dollars,1.2573
Alaska,2020,Dairy,Million dollars,0.0406
Arizona,2020,Dairy,Million dollars,126.1864
Arkansas,2020,Dairy,Million dollars,1.7633
California,2020,Dairy,Million dollars,1160.8762
Colorado,2020,Dairy,Million dollars,142.5396
Connecticut,2020,Dairy,Million dollars,12.482
Delaware,2020,Dairy,Million dollars,1.899
Florida,2020,Dairy,Million dollars,77.6297
Georgia,2020,Dairy,Million dollars,55.7435
Hawaii,2020,Dairy,Million dollars,0.1329
Idaho,2020,Dairy,Million dollars,476.0083
Illinois,2020,Dairy,Million dollars,51.1648
Indiana,2020,Dairy,Million dollars,119.6588
Iowa,2020,Dairy,Million dollars,166.8777
Kansas,2020,Dairy,Million dollars,109.6449
Kentucky,2020,Dairy,Million dollars,27.8471
Louisiana,2020,Dairy,Million dollars,3.9141
Maine,2020,Dairy,Million dollars,18.1955
Maryland,2020,Dairy,Million dollars,24.2709
Massachusetts,2020,Dairy,Million dollars,5.7602
Michigan,2020,Dairy,Million dollars,304.7258
Minnesota,2020,Dairy,Million dollars,323.2458
Mississippi,2020,Dairy,Million dollars,3.9162
Missouri,2020,Dairy,Million dollars,30.4883
Montana,2020,Dairy,Million dollars,7.3703
Nebraska,2020,Dairy,Million dollars,42.2532
Nevada,2020,Dairy,Million dollars,23.0267
New Hampshire,2020,Dairy,Million dollars,6.7299
New Jersey,2020,Dairy,Million dollars,2.6933
New Mexico,2020,Dairy,Million dollars,210.9057
New York,2020,Dairy,Million dollars,430.806
North Carolina,2020,Dairy,Million dollars,26.7044
North Dakota,2020,Dairy,Million dollars,10.2702
Ohio,2020,Dairy,Million dollars,163.041
Oklahoma,2020,Dairy,Million dollars,21.9794
Oregon,2020,Dairy,Million dollars,88.579
Pennsylvania,2020,Dairy,Million dollars,296.5578
Rhode Island,2020,Dairy,Million dollars,0.302
South Carolina,2020,Dairy,Million dollars,5.6741
South Dakota,2020,Dairy,Million dollars,102.4306
Tennessee,2020,Dairy,Million dollars,16.1007
Texas,2020,Dairy,Million dollars,440.6157
Utah,2020,Dairy,Million dollars,64.354
Vermont,2020,Dairy,Million dollars,75.6141
Virginia,2020,Dairy,Million dollars,47.5613
Washington,2020,Dairy,Million dollars,190.0546
West Virginia,2020,Dairy,Million dollars,2.4327
Wisconsin,2020,Dairy,Million dollars,920.8719
Wyoming,2020,Dairy,Million dollars,5.0604
Alabama,2021,Dairy,Million dollars,1.3342
Alaska,2021,Dairy,Million dollars,0.0642
Arizona,2021,Dairy,Million dollars,153.8766
Arkansas,2021,Dairy,Million dollars,2.0071
California,2021,Dairy,Million dollars,1377.3771
Colorado,2021,Dairy,Million dollars,178.7342
Connecticut,2021,Dairy,Million dollars,15.0541
Delaware,2021,Dairy,Million dollars,1.6607
Florida,2021,Dairy,Million dollars,85.4661
Georgia,2021,Dairy,Million dollars,66.7549
Hawaii,2021,Dairy,Million dollars,0.2052
Idaho,2021,Dairy,Million dollars,557.0901
Illinois,2021,Dairy,Million dollars,58.272
Indiana,2021,Dairy,Million dollars,151.7498
Iowa,2021,Dairy,Million dollars,188.7532
Kansas,2021,Dairy,Million dollars,126.3331
Kentucky,2021,Dairy,Million dollars,31.6694
Louisiana,2021,Dairy,Million dollars,4.1843
Maine,2021,Dairy,Million dollars,20.3201
Maryland,2021,Dairy,Million dollars,28.5808
Massachusetts,2021,Dairy,Million dollars,6.7761
Michigan,2021,Dairy,Million dollars,380.2089
Minnesota,2021,Dairy,Million dollars,360.7837
Mississippi,2021,Dairy,Million dollars,3.7271
Missouri,2021,Dairy,Million dollars,33.8928
Montana,2021,Dairy,Million dollars,7.8367
Nebraska,2021,Dairy,Million dollars,47.6889
Nevada,2021,Dairy,Million dollars,27.5482
New Hampshire,2021,Dairy,Million dollars,7.777
New Jersey,2021,Dairy,Million dollars,2.91
New Mexico,2021,Dairy,Million dollars,228.9778
New York,2021,Dairy,Million dollars,532.1384
North Carolina,2021,Dairy,Million dollars,31.9854
North Dakota,2021,Dairy,Million dollars,11.5864
Ohio,2021,Dairy,Million dollars,194.0448
Oklahoma,2021,Dairy,Million dollars,25.7056
Oregon,2021,Dairy,Million dollars,99.3655
Pennsylvania,2021,Dairy,Million dollars,348.645
Rhode Island,2021,Dairy,Million dollars,0.3456
South Carolina,2021,Dairy,Million dollars,5.7774
South Dakota,2021,Dairy,Million dollars,132.0336
Tennessee,2021,Dairy,Million dollars,17.6604
Texas,2021,Dairy,Million dollars,515.5419
Utah,2021,Dairy,Million dollars,74.3436
Vermont,2021,Dairy,Million dollars,89.9949
Virginia,2021,Dairy,Million dollars,54.1825
Washington,2021,Dairy,Million dollars,219.3977
West Virginia,2021,Dairy,Million dollars,2.4037
Wisconsin,2021,Dairy,Million dollars,1075.8487
Wyoming,2021,Dairy,Million dollars,7.4865
Alabama,2022,Dairy,Million dollars,1.4217
Alaska,2022,Dairy,Million dollars,0.075
Arizona,2022,Dairy,Million dollars,200.0797
Arkansas,2022,Dairy,Million dollars,1.929
California,2022,Dairy,Million dollars,1734.4752
Colorado,2022,Dairy,Million dollars,225.8822
Connecticut,2022,Dairy,Million dollars,19.1102
Delaware,2022,Dairy,Million dollars,1.9835
Florida,2022,Dairy,Million dollars,93.2719
Georgia,2022,Dairy,Million dollars,96.3433
Hawaii,2022,Dairy,Million dollars,0.2335
Idaho,2022,Dairy,Million dollars,713.9619
Illinois,2022,Dairy,Million dollars,72.1361
Indiana,2022,Dairy,Million dollars,185.325
Iowa,2022,Dairy,Million dollars,235.0116
Kansas,2022,Dairy,Million dollars,167.3229
Kentucky,2022,Dairy,Million dollars,40.5038
Louisiana,2022,Dairy,Million dollars,4.9442
Maine,2022,Dairy,Million dollars,22.655
Maryland,2022,Dairy,Million dollars,35.6049
Massachusetts,2022,Dairy,Million dollars,8.299
Michigan,2022,Dairy,Million dollars,480.0233
Minnesota,2022,Dairy,Million dollars,434.1926
Mississippi,2022,Dairy,Million dollars,4.0357
Missouri,2022,Dairy,Million dollars,40.4381
Montana,2022,Dairy,Million dollars,9.2821
Nebraska,2022,Dairy,Million dollars,59.49
Nevada,2022,Dairy,Million dollars,33.2469
New Hampshire,2022,Dairy,Million dollars,9.6622
New Jersey,2022,Dairy,Million dollars,3.5863
New Mexico,2022,Dairy,Million dollars,278.247
New York,2022,Dairy,Million dollars,680.8581
North Carolina,2022,Dairy,Million dollars,39.8875
North Dakota,2022,Dairy,Million dollars,13.4052
Ohio,2022,Dairy,Million dollars,232.8009
Oklahoma,2022,Dairy,Million dollars,33.4367
Oregon,2022,Dairy,Million dollars,119.8788
Pennsylvania,2022,Dairy,Million dollars,436.4025
Rhode Island,2022,Dairy,Million dollars,0.4556
South Carolina,2022,Dairy,Million dollars,7.5358
South Dakota,2022,Dairy,Million dollars,181.4544
Tennessee,2022,Dairy,Million dollars,21.566
Texas,2022,Dairy,Million dollars,704.6705
Utah,2022,Dairy,Million dollars,92.0862
Vermont,2022,Dairy,Million dollars,112.5399
Virginia,2022,Dairy,Million dollars,65.9788
Washington,2022,Dairy,Million dollars,279.0275
West Virginia,2022,Dairy,Million dollars,3.0556
Wisconsin,2022,Dairy,Million dollars,1297.7163
Wyoming,2022,Dairy,Million dollars,10.2088
Alabama,2023,Dairy,Million dollars,1.0549
Alaska,2023,Dairy,Million dollars,0.0961
Arizona,2023,Dairy,Million dollars,168.2837
Arkansas,2023,Dairy,Million dollars,1.2177
California,2023,Dairy,Million dollars,1416.3168
Colorado,2023,Dairy,Million dollars,188.9203
Connecticut,2023,Dairy,Million dollars,16.1312
Delaware,2023,Dairy,Million dollars,1.8329
Florida,2023,Dairy,Million dollars,88.1406
Georgia,2023,Dairy,Million dollars,81.1621
Hawaii,2023,Dairy,Million dollars,0.2992
Idaho,2023,Dairy,Million dollars,602.3171
Illinois,2023,Dairy,Million dollars,60.5783
Indiana,2023,Dairy,Million dollars,166.2761
Iowa,2023,Dairy,Million dollars,194.3404
Kansas,2023,Dairy,Million dollars,138.4257
Kentucky,2023,Dairy,Million dollars,34.19
Louisiana,2023,Dairy,Million dollars,3.7372
Maine,2023,Dairy,Million dollars,20.142
Maryland,2023,Dairy,Million dollars,31.9573
Massachusetts,2023,Dairy,Million dollars,6.6575
Michigan,2023,Dairy,Million dollars,418.6509
Minnesota,2023,Dairy,Million dollars,349.52
Mississippi,2023,Dairy,Million dollars,2.7833
Missouri,2023,Dairy,Million dollars,32.1909
Montana,2023,Dairy,Million dollars,7.6047
Nebraska,2023,Dairy,Million dollars,46.4935
Nevada,2023,Dairy,Million dollars,27.3821
New Hampshire,2023,Dairy,Million dollars,7.782
New Jersey,2023,Dairy,Million dollars,2.9839
New Mexico,2023,Dairy,Million dollars,214.7375
New York,2023,Dairy,Million dollars,607.0727
North Carolina,2023,Dairy,Million dollars,33.5548
North Dakota,2023,Dairy,Million dollars,8.986
Ohio,2023,Dairy,Million dollars,209.7246
Oklahoma,2023,Dairy,Million dollars,27.9118
Oregon,2023,Dairy,Million dollars,103.2533
Pennsylvania,2023,Dairy,Million dollars,364.2231
Rhode Island,2023,Dairy,Million dollars,0.369
South Carolina,2023,Dairy,Million dollars,5.9336
South Dakota,2023,Dairy,Million dollars,158.3636
Tennessee,2023,Dairy,Million dollars,17.5
Texas,2023,Dairy,Million dollars,584.6022
Utah,2023,Dairy,Million dollars,73.2078
Vermont,2023,Dairy,Million dollars,96.1006
Virginia,2023,Dairy,Million dollars,59.0882
Washington,2023,Dairy,Million dollars,231.3752
West Virginia,2023,Dairy,Million dollars,2.2864
